id,rating,tournaments,champions,championNext
7640,2949,0,2,1
7641,760,1,0,0
7642,2694,0,1,1
7643,1296,0,0,0
7644,2097,0,0,1
7645,2758,0,0,1
7646,1873,0,0,0
7647,946,0,0,0
7648,1441,1,0,0
7649,1234,0,0,1
7650,1617,0,0,1
7651,1453,0,1,1
7652,511,0,0,0
7653,2081,0,1,1
7654,2450,1,0,1
7655,1221,0,0,1
7656,609,0,0,0
7657,606,0,0,0
7658,479,0,1,1
7659,1758,0,0,0
7660,779,1,0,0
7661,1589,0,0,1
7662,1631,1,1,0
7663,2437,0,0,0
7664,2507,1,0,0
7665,2607,0,0,1
7666,1501,0,1,1
7667,2485,0,0,1
7668,1540,0,1,0
7669,889,0,0,0
7670,1902,0,0,1
7671,1039,0,0,1
7672,2033,0,0,1
7673,948,1,0,0
7674,1849,0,0,1
7675,2579,0,0,1
7676,2805,0,0,1
7677,1793,1,0,1
7678,2589,1,0,1
7679,2796,1,0,1
7680,1577,0,0,0
7681,2838,0,0,1
7682,1476,1,0,0
7683,2360,1,0,1
7684,1618,0,0,0
7685,2737,1,1,1
7686,1360,1,0,1
7687,2473,0,0,0
7688,2281,0,0,1
7689,1793,0,0,1
7690,908,0,0,0
7691,608,0,0,0
7692,1629,0,0,0
7693,2396,0,0,1
7694,1482,1,0,0
7695,1755,0,0,1
7696,1208,0,0,1
7697,651,0,0,0
7698,2803,4,0,1
7699,2798,0,0,1
7700,2164,1,0,0
7701,635,1,1,1
7702,2262,0,0,1
7703,1724,1,0,1
7704,799,0,0,0
7705,765,0,0,0
7706,2643,0,0,1
7707,1492,0,0,1
7708,1919,0,0,1
7709,1052,1,0,0
7710,2806,0,0,1
7711,2436,0,0,1
7712,1349,0,1,1
7713,404,0,0,0
7714,741,0,0,0
7715,2677,0,0,1
7716,610,0,0,1
7717,898,0,0,1
7718,2321,1,0,0
7719,1550,0,0,1
7720,2463,0,0,1
7721,784,1,0,0
7722,1918,0,0,1
7723,1392,1,0,0
7724,1973,0,0,1
7725,2307,0,1,1
7726,762,3,0,0
7727,1536,1,0,0
7728,1933,0,0,1
7729,1517,1,1,1
7730,2048,0,0,1
7731,1868,1,0,1
7732,2725,1,0,1
7733,1434,0,0,1
7734,1256,1,0,0
7735,2190,0,0,1
7736,2562,1,0,1
7737,2967,0,0,1
7738,1611,0,0,1
7739,921,0,0,0
7740,1031,0,1,1
7741,1512,0,0,1
7742,2577,0,2,1
7743,1827,0,0,0
7744,1109,0,0,0
7745,1614,0,0,0
7746,1213,0,0,0
7747,1918,0,0,1
7748,2009,0,0,1
7749,2390,0,0,0
7750,2566,0,0,1
7751,1860,2,2,1
7752,553,0,0,0
7753,2675,0,1,1
7754,1756,0,0,1
7755,1376,0,3,1
7756,1244,0,0,1
7757,2917,0,0,1
7758,2250,1,0,1
7759,1228,1,0,0
7760,1754,0,0,0
7761,2086,2,2,1
7762,857,0,2,0
7763,2372,0,0,1
7764,2976,0,1,1
7765,2137,1,1,1
7766,2807,0,1,1
7767,2070,0,2,1
7768,1363,0,0,1
7769,2352,2,2,1
7770,2277,0,0,0
7771,1896,0,0,1
7772,2180,1,0,1
7773,977,0,0,0
7774,664,0,0,1
7775,2079,0,1,1
7776,2678,0,0,1
7777,417,0,0,0
7778,2475,0,0,1
7779,2467,0,0,1
7780,731,0,0,0
7781,559,0,0,0
7782,1701,0,0,1
7783,935,1,0,0
7784,1191,0,1,0
7785,471,0,0,0
7786,406,0,0,0
7787,2575,1,0,1
7788,2241,0,0,0
7789,767,0,0,0
7790,1998,0,2,1
7791,930,0,0,0
7792,2805,0,1,1
7793,437,0,1,0
7794,2741,0,1,1
7795,886,0,0,1
7796,2547,0,0,1
7797,2531,0,0,1
7798,2476,1,0,1
7799,2991,0,0,1
7800,932,0,0,1
7801,1001,0,0,1
7802,1351,0,2,1
7803,1327,0,1,0
7804,1679,0,1,1
7805,2868,0,0,1
7806,2139,0,0,1
7807,2721,0,0,1
7808,2337,0,1,1
7809,907,0,0,0
7810,434,0,1,0
7811,649,0,0,0
7812,2446,0,1,1
7813,1346,0,0,0
7814,982,0,0,0
7815,1547,0,0,1
7816,500,0,0,0
7817,625,0,0,1
7818,1889,1,1,1
7819,1545,1,0,0
7820,2592,0,0,1
7821,1097,0,0,0
7822,2606,1,1,1
7823,2585,0,0,1
7824,1496,1,0,1
7825,2136,2,2,1
7826,1497,1,0,1
7827,2634,0,0,1
7828,2537,1,0,1
7829,437,0,0,0
7830,2296,0,1,0
7831,2589,0,1,1
7832,566,0,0,0
7833,1106,0,0,0
7834,530,0,1,0
7835,1660,0,0,0
7836,1162,0,1,1
7837,2180,0,0,1
7838,1661,1,0,1
7839,2636,0,1,1
7840,1808,0,0,0
7841,2952,0,0,1
7842,1608,1,0,0
7843,2589,0,1,1
7844,2554,1,1,1
7845,1213,0,0,0
7846,411,0,1,0
7847,850,1,0,0
7848,571,0,0,0
7849,2081,0,0,1
7850,1335,1,0,1
7851,1653,0,0,0
7852,2065,0,0,1
7853,554,0,0,0
7854,831,0,0,0
7855,1426,1,0,0
7856,688,0,0,0
7857,1412,0,0,0
7858,2053,0,0,0
7859,2038,0,0,1
7860,1655,0,0,1
7861,806,0,0,0
7862,2810,0,1,1
7863,693,1,0,1
7864,1946,1,0,0
7865,604,1,0,1
7866,2033,0,0,1
7867,827,0,0,0
7868,2484,1,0,1
7869,2103,1,0,0
7870,2184,0,1,0
7871,1163,0,0,1
7872,1411,0,0,1
7873,1959,1,0,1
7874,762,0,2,1
7875,1369,1,0,1
7876,948,0,0,0
7877,975,0,0,0
7878,2534,0,0,1
7879,2026,0,0,1
7880,679,0,0,0
7881,1634,1,0,0
7882,2673,0,0,1
7883,1483,0,0,0
7884,2343,0,0,0
7885,1940,0,1,1
7886,2090,0,1,0
7887,2149,0,1,0
7888,466,0,0,0
7889,2210,0,0,1
7890,856,0,1,0
7891,533,0,0,0
7892,3000,0,0,1
7893,1573,0,0,1
7894,1907,0,0,1
7895,474,0,0,0
7896,2830,0,0,1
7897,1823,0,0,1
7898,448,0,0,0
7899,1873,1,1,1
7900,2724,0,0,1
7901,1713,1,0,0
7902,1125,0,0,1
7903,593,0,1,1
7904,2045,0,0,1
7905,1857,0,0,1
7906,770,1,0,1
7907,2030,1,0,1
7908,1000,0,0,0
7909,1145,1,1,1
7910,2174,0,0,0
7911,1260,0,0,0
7912,518,0,0,1
7913,2144,0,0,0
7914,1856,0,0,0
7915,2495,1,1,0
7916,2510,0,1,1
7917,1404,0,0,1
7918,2560,0,0,1
7919,1843,1,0,1
7920,2972,0,0,1
7921,2278,0,1,1
7922,1981,1,0,1
7923,2314,0,0,1
7924,2600,0,1,1
7925,2489,0,0,1
7926,955,0,0,0
7927,2581,0,0,1
7928,2872,0,1,1
7929,849,0,0,1
7930,1542,1,0,1
7931,1035,0,0,0
7932,2923,0,0,1
7933,2876,0,1,1
7934,485,0,1,0
7935,510,0,0,0
7936,496,1,0,0
7937,1827,0,0,0
7938,973,0,0,0
7939,1483,1,0,1
7940,2058,0,0,0
7941,910,0,0,0
7942,1653,0,0,1
7943,2217,0,0,1
7944,1168,0,0,1
7945,2538,0,0,1
7946,2221,0,1,1
7947,1339,0,2,0
7948,1889,0,0,0
7949,2640,0,0,1
7950,773,0,1,0
7951,2123,0,0,0
7952,1871,0,0,0
7953,2932,0,0,1
7954,2653,0,0,1
7955,1002,0,1,0
7956,1930,0,0,1
7957,2145,0,0,1
7958,2725,0,0,1
7959,2436,1,1,1
7960,2734,0,0,1
7961,850,0,0,1
7962,517,0,0,0
7963,1046,0,0,1
7964,2245,0,0,1
7965,2362,0,0,1
7966,1466,0,0,1
7967,427,0,1,0
7968,819,0,2,0
7969,1389,0,0,0
7970,1034,0,0,0
7971,1353,0,0,1
7972,2854,1,0,1
7973,459,0,1,0
7974,1197,2,0,0
7975,2116,0,0,1
7976,420,0,0,0
7977,1947,0,0,1
7978,2177,0,2,1
7979,2875,0,0,1
7980,608,0,0,0
7981,2677,0,0,1
7982,1941,0,0,1
7983,2715,1,1,1
7984,1736,2,2,1
7985,1581,0,1,0
7986,1959,0,1,1
7987,2296,0,0,1
7988,922,0,1,0
7989,1815,0,1,1
7990,1770,0,1,0
7991,1468,0,0,1
7992,518,0,0,0
7993,2197,0,0,1
7994,2983,0,0,1
7995,2142,0,1,1
7996,2671,0,0,1
7997,2909,1,0,1
7998,2993,1,0,1
7999,3000,0,1,1
8000,1732,0,0,0
8001,1298,0,0,1
8002,978,0,0,1
8003,2085,0,0,1
8004,721,0,1,1
8005,1639,2,2,1
8006,1951,0,0,1
8007,2341,0,0,1
8008,2850,1,0,1
8009,2686,0,0,1
8010,785,0,0,0
8011,1665,0,0,1
8012,2485,0,0,0
8013,2538,0,1,1
8014,854,0,1,0
8015,2915,1,1,1
8016,1668,0,0,0
8017,779,0,1,0
8018,2144,0,0,1
8019,1056,0,0,0
8020,2407,0,0,1
8021,842,0,0,0
8022,2524,1,0,0
8023,2851,0,0,1
8024,1477,0,0,0
8025,2146,1,0,0
8026,1883,0,1,1
8027,1960,1,0,0
8028,1531,0,0,0
8029,2640,0,1,1
8030,2577,0,0,1
8031,2471,0,0,1
8032,1115,0,0,1
8033,2015,2,0,1
8034,722,1,1,1
8035,934,0,0,1
8036,1742,0,0,0
8037,1601,0,0,0
8038,2464,0,0,1
8039,1208,1,0,1
8040,1139,0,0,0
8041,785,0,1,1
8042,1894,0,0,1
8043,1908,0,0,0
8044,2225,0,1,0
8045,904,1,1,1
8046,2961,0,0,1
8047,931,1,1,1
8048,2708,0,1,1
8049,1580,0,0,0
8050,842,0,0,1
8051,1363,0,0,0
8052,1967,0,1,0
8053,2678,0,1,1
8054,1253,0,0,0
8055,1494,0,0,1
8056,2771,0,0,1
8057,2049,0,0,1
8058,425,0,1,0
8059,2834,0,0,1
8060,1442,1,0,0
8061,490,0,1,0
8062,634,0,0,0
8063,1995,0,1,1
8064,2819,0,0,1
8065,1616,1,0,0
8066,467,0,0,0
8067,451,0,1,0
8068,1010,1,1,0
8069,1992,0,0,0
8070,1599,0,0,0
8071,1559,0,2,1
8072,1580,0,1,1
8073,597,0,0,1
8074,908,0,0,0
8075,689,0,0,0
8076,1103,0,1,0
8077,1320,0,0,0
8078,518,0,0,1
8079,729,0,0,0
8080,2485,1,0,1
8081,2599,1,1,1
8082,2847,0,2,1
8083,1780,0,1,1
8084,946,1,0,0
8085,1540,0,0,0
8086,2989,0,1,1
8087,983,0,1,0
8088,1605,2,0,1
8089,2176,0,0,1
8090,2222,1,0,1
8091,1131,0,0,1
8092,982,0,0,0
8093,1632,0,0,0
8094,2281,0,0,1
8095,2527,1,1,1
8096,1630,0,1,1
8097,2983,0,0,1
8098,1128,0,0,0
8099,1172,0,0,0
8100,2875,0,0,1
8101,1771,0,0,1
8102,2740,1,0,1
8103,2652,1,0,1
8104,1307,0,0,0
8105,1250,0,0,1
8106,1226,1,0,0
8107,1124,0,0,0
8108,2930,0,0,1
8109,1740,0,0,1
8110,733,0,0,0
8111,2010,1,0,1
8112,760,0,0,1
8113,1314,0,0,1
8114,933,1,0,0
8115,2793,0,0,1
8116,2507,0,0,1
8117,2248,0,0,1
8118,2360,0,0,0
8119,1366,1,0,0
8120,2261,1,0,1
8121,2289,0,1,1
8122,874,0,0,1
8123,2067,0,1,1
8124,1374,0,0,1
8125,902,2,0,0
8126,1544,0,0,1
8127,1503,0,0,1
8128,918,0,1,0
8129,1753,1,1,0
8130,627,0,1,0
8131,2740,0,0,1
8132,1261,0,0,0
8133,947,0,0,0
8134,1772,0,1,1
8135,1657,0,0,0
8136,1484,1,0,0
8137,2608,0,0,0
8138,2502,0,0,1
8139,2258,0,0,1
8140,2708,0,0,1
8141,424,0,0,0
8142,1224,0,0,1
8143,774,2,0,1
8144,2811,0,0,1
8145,2325,0,1,1
8146,1182,0,1,1
8147,1753,0,0,1
8148,2450,0,0,1
8149,2939,0,0,1
8150,2743,1,0,1
8151,2078,0,1,1
8152,2528,0,0,1
8153,810,1,0,1
8154,955,0,0,0
8155,1179,0,0,1
8156,1033,0,0,0
8157,704,0,0,0
8158,1475,0,1,1
8159,464,0,0,0
8160,2686,0,1,1
8161,1832,0,0,1
8162,2091,0,0,1
8163,2009,0,1,1
8164,2500,0,1,1
8165,2692,0,0,1
8166,2292,0,0,1
8167,2335,0,0,1
8168,2470,0,0,1
8169,2810,1,0,1
8170,1122,0,0,1
8171,1717,0,0,1
8172,757,1,0,1
8173,2308,0,0,1
8174,463,0,0,0
8175,1248,0,0,0
8176,2307,0,0,1
8177,2629,0,0,1
8178,1712,0,0,1
8179,2323,1,0,1
8180,1423,0,1,1
8181,2552,1,0,1
8182,1456,0,0,1
8183,2534,0,1,1
8184,1061,0,0,0
8185,616,2,0,0
8186,1679,0,0,0
8187,2596,0,0,1
8188,500,0,1,0
8189,1452,0,1,1
8190,560,0,0,0
8191,2948,1,0,1
8192,1652,0,1,1
8193,1235,0,1,1
8194,2735,0,0,1
8195,722,0,0,0
8196,1408,0,0,1
8197,1655,1,1,0
8198,658,2,2,1
8199,1719,0,1,1
8200,1956,0,0,1
8201,2428,0,0,1
8202,2570,1,1,1
8203,875,1,0,0
8204,410,0,0,0
8205,2015,0,0,1
8206,2511,0,0,0
8207,1323,0,0,0
8208,2870,1,0,1
8209,1702,1,1,1
8210,948,0,0,0
8211,1103,1,0,0
8212,695,1,0,0
8213,763,0,1,0
8214,1504,1,1,0
8215,915,0,0,1
8216,2394,0,0,1
8217,1849,0,0,1
8218,544,0,0,0
8219,1205,0,1,1
8220,2557,0,0,1
8221,541,0,1,1
8222,1405,0,0,0
8223,2765,1,1,1
8224,2472,0,0,1
8225,1019,0,0,0
8226,1380,1,1,1
8227,2721,0,1,1
8228,929,0,1,0
8229,2531,0,1,1
8230,783,0,1,0
8231,2707,0,0,1
8232,1881,0,0,1
8233,2922,0,0,1
8234,1750,1,0,1
8235,2735,1,1,1
8236,2935,0,0,1
8237,2013,0,0,0
8238,2487,0,0,1
8239,1112,1,0,0
8240,1687,1,0,1
8241,1351,0,1,1
8242,434,0,0,0
8243,2814,0,0,1
8244,1309,0,0,0
8245,593,0,1,0
8246,1057,0,0,0
8247,818,0,0,0
8248,2469,0,0,0
8249,627,0,0,0
8250,1621,0,0,1
8251,854,0,0,0
8252,1183,1,0,0
8253,1508,1,0,0
8254,1126,0,1,0
8255,1586,0,1,0
8256,1907,0,0,0
8257,2687,0,0,1
8258,2020,0,0,1
8259,2127,0,2,1
8260,1210,0,1,1
8261,1395,0,1,0
8262,2401,0,1,1
8263,1067,0,0,1
8264,2454,0,2,1
8265,1546,0,1,0
8266,2642,0,0,1
8267,2284,0,0,0
8268,2001,1,0,1
8269,2188,0,0,1
8270,757,1,0,0
8271,1013,0,0,1
8272,709,0,0,0
8273,2998,0,0,1
8274,1002,0,1,0
8275,1831,0,1,0
8276,1384,0,0,0
8277,2919,0,0,1
8278,1846,1,0,0
8279,1907,0,0,1
8280,2986,0,0,1
8281,1211,0,0,0
8282,2938,0,0,1
8283,1252,0,0,0
8284,518,0,0,0
8285,2706,0,1,1
8286,1414,0,0,0
8287,2407,0,0,1
8288,2634,0,0,1
8289,1753,0,0,1
8290,678,0,0,0
8291,1617,1,0,0
8292,2861,0,0,1
8293,2984,0,0,1
8294,2233,0,0,1
8295,2100,0,0,1
8296,1156,1,0,1
8297,2962,0,1,1
8298,2530,0,0,1
8299,520,1,1,0
8300,2328,0,0,1
8301,2697,0,0,1
8302,2148,0,0,1
8303,2747,1,0,1
8304,1678,0,0,0
8305,2300,1,0,1
8306,1276,0,1,0
8307,792,0,0,0
8308,2738,0,1,1
8309,548,0,0,0
8310,481,0,1,1
8311,718,0,0,0
8312,851,0,0,0
8313,1600,0,1,1
8314,2736,0,0,1
8315,2044,1,0,1
8316,2545,0,0,1
8317,2705,0,0,1
8318,2013,1,0,0
8319,1506,0,0,1
8320,1728,1,0,0
8321,579,0,0,1
8322,2483,1,0,1
8323,1517,1,0,1
8324,901,0,0,0
8325,2367,0,0,1
8326,1112,0,0,1
8327,1901,0,0,0
8328,1828,0,0,1
8329,2248,0,0,1
8330,1945,0,0,0
8331,2861,0,0,1
8332,1231,0,0,0
8333,2593,0,1,1
8334,1281,0,1,1
8335,1545,1,0,1
8336,2818,0,0,1
8337,1703,0,0,1
8338,1098,0,0,0
8339,1925,0,0,0
8340,2684,0,1,1
8341,1093,1,0,0
8342,2537,1,0,1
8343,1199,1,0,1
8344,1631,0,0,0
8345,2653,0,1,1
8346,1584,0,0,1
8347,2051,0,0,1
8348,2959,0,0,1
8349,2060,0,1,1
8350,507,0,0,0
8351,1425,3,0,0
8352,2837,0,0,1
8353,2590,0,0,0
8354,2520,0,0,1
8355,515,0,0,0
8356,2179,0,0,1
8357,904,0,0,0
8358,1213,0,0,1
8359,1503,2,2,1
8360,2171,0,0,0
8361,1055,0,1,0
8362,1237,0,0,0
8363,2849,0,1,1
8364,2097,0,1,1
8365,558,0,0,0
8366,2386,1,0,1
8367,1601,0,0,0
8368,823,1,0,0
8369,2644,1,0,1
8370,2015,0,0,1
8371,2893,0,0,1
8372,942,0,0,1
8373,1296,0,1,0
8374,1780,0,0,1
8375,1272,0,0,0
8376,2639,0,0,1
8377,2857,0,0,1
8378,685,0,0,1
8379,2608,0,0,1
8380,1255,0,0,1
8381,934,0,0,1
8382,2587,1,0,1
8383,1953,0,2,1
8384,728,0,0,0
8385,2335,0,1,1
8386,715,1,0,1
8387,1595,0,1,1
8388,926,1,0,1
8389,1382,1,0,1
8390,2361,0,1,1
8391,1342,0,0,1
8392,1316,1,0,0
8393,2339,0,0,1
8394,2782,1,1,1
8395,1743,0,0,0
8396,712,0,0,1
8397,1781,1,0,1
8398,814,0,0,0
8399,2525,0,0,1
8400,1365,0,0,1
8401,2209,0,1,1
8402,1852,1,0,0
8403,2664,0,0,1
8404,1071,0,2,1
8405,1241,0,0,0
8406,1323,1,0,0
8407,863,0,1,0
8408,805,1,0,0
8409,729,0,0,0
8410,2001,1,0,0
8411,1045,0,0,1
8412,2222,1,0,1
8413,1185,0,0,0
8414,1507,0,1,0
8415,2624,0,0,1
8416,1601,0,0,0
8417,1531,0,1,1
8418,1067,1,0,0
8419,2342,0,0,1
8420,975,0,0,0
8421,1872,0,0,0
8422,2874,0,0,1
8423,708,0,0,0
8424,1626,0,0,0
8425,2913,1,0,1
8426,2147,0,0,0
8427,1756,0,0,1
8428,796,0,1,0
8429,1133,0,0,0
8430,778,0,0,0
8431,2298,0,0,1
8432,1138,0,2,0
8433,822,0,0,1
8434,2596,0,0,1
8435,2291,1,0,1
8436,1766,0,0,1
8437,2613,0,0,1
8438,2371,0,1,1
8439,962,0,0,1
8440,539,0,0,1
8441,2475,0,1,1
8442,785,0,0,0
8443,1279,0,0,1
8444,2382,1,0,1
8445,1340,0,1,0
8446,2523,1,0,1
8447,1153,0,0,0
8448,402,0,0,0
8449,2782,0,0,1
8450,1664,1,0,1
8451,641,0,0,0
8452,1049,0,0,0
8453,1661,0,0,0
8454,2335,0,0,1
8455,1957,0,0,0
8456,1598,0,1,1
8457,1459,0,0,0
8458,2283,0,1,1
8459,2460,0,0,1
8460,1464,0,0,0
8461,1432,0,0,0
8462,741,0,0,0
8463,2734,1,0,1
8464,2074,0,0,1
8465,2492,0,1,1
8466,2253,0,1,1
8467,412,0,1,0
8468,2593,0,1,1
8469,1030,0,0,0
8470,2702,0,0,1
8471,2743,0,0,1
8472,2235,0,0,1
8473,2535,1,0,0
8474,1035,0,0,1
8475,1641,0,1,1
8476,1911,0,0,0
8477,825,1,0,0
8478,968,0,1,0
8479,896,0,0,0
8480,937,0,1,0
8481,1902,0,0,1
8482,1705,1,0,0
8483,1847,0,0,1
8484,1359,0,0,0
8485,780,0,0,0
8486,785,1,0,0
8487,2279,1,0,1
8488,1189,0,0,1
8489,878,0,0,0
8490,1143,0,0,0
8491,2583,1,0,1
8492,1654,1,0,0
8493,2708,0,0,1
8494,497,0,0,0
8495,1022,0,1,1
8496,415,1,0,1
8497,1954,0,1,1
8498,955,0,0,0
8499,2151,1,0,1
8500,1721,0,0,1
8501,2439,0,0,0
8502,2488,1,0,1
8503,891,0,0,0
8504,1144,1,0,1
8505,2841,0,0,1
8506,1336,1,0,1
8507,1841,0,1,1
8508,2720,0,0,0
8509,585,0,0,0
8510,1674,0,0,0
8511,1510,0,2,1
8512,2051,0,0,1
8513,2652,2,0,1
8514,1795,1,0,1
8515,2685,0,0,1
8516,2965,0,0,1
8517,2567,0,1,1
8518,2761,0,1,1
8519,2240,1,1,0
8520,749,1,0,0
8521,2458,0,0,0
8522,1986,1,0,1
8523,2655,0,0,1
8524,587,0,0,0
8525,1102,0,0,0
8526,1679,0,0,1
8527,2408,0,0,1
8528,1246,1,0,0
8529,2415,0,1,1
8530,1544,0,0,0
8531,1596,0,0,0
8532,965,0,0,1
8533,1671,0,0,0
8534,508,0,0,0
8535,1617,2,0,1
8536,2040,2,0,1
8537,2141,1,0,1
8538,2667,0,0,1
8539,803,1,0,1
8540,540,0,0,0
8541,823,0,0,0
8542,1069,0,0,0
8543,589,0,0,0
8544,2744,0,0,1
8545,1778,0,0,0
8546,1455,0,0,1
8547,1539,0,0,0
8548,771,0,1,0
8549,1179,2,0,0
8550,1714,0,0,1
8551,2901,0,0,0
8552,1229,1,0,0
8553,2062,0,0,1
8554,1439,0,0,0
8555,1901,0,0,1
8556,669,0,0,0
8557,417,0,0,0
8558,2236,0,0,1
8559,2375,1,0,1
8560,582,0,0,0
8561,2038,0,0,1
8562,606,1,0,0
8563,1713,0,0,0
8564,2625,0,0,1
8565,2111,0,0,1
8566,486,0,0,0
8567,568,0,0,0
8568,1990,0,0,1
8569,2729,0,0,1
8570,2820,0,0,1
8571,1985,0,0,1
8572,1938,0,1,0
8573,1987,1,0,1
8574,2851,0,0,1
8575,2699,0,1,1
8576,1867,0,0,0
8577,1730,1,0,0
8578,2105,1,0,0
8579,1828,0,0,1
8580,595,1,0,0
8581,2000,0,1,1
8582,2495,1,0,1
8583,2525,1,0,1
8584,1181,2,0,1
8585,417,0,0,0
8586,1257,0,0,0
8587,1214,0,0,1
8588,2238,0,0,1
8589,546,0,1,0
8590,513,0,0,0
8591,2725,0,0,1
8592,1734,0,0,1
8593,926,0,0,0
8594,1320,0,1,1
8595,1841,0,0,1
8596,2968,0,1,1
8597,1820,0,0,0
8598,2629,0,1,1
8599,1059,0,0,1
8600,2294,0,0,1
8601,2308,0,2,1
8602,1571,1,0,1
8603,1588,0,1,0
8604,1509,0,0,1
8605,1340,0,0,1
8606,1849,0,0,1
8607,1743,0,0,1
8608,418,1,0,0
8609,578,1,0,0
8610,2399,2,0,1
8611,2087,0,0,1
8612,616,1,0,0
8613,1524,0,0,0
8614,678,0,0,0
8615,427,2,0,0
8616,1918,0,0,1
8617,2711,0,0,1
8618,993,0,0,0
8619,2956,1,0,1
8620,1584,0,1,0
8621,2854,1,0,0
8622,2657,1,0,0
8623,2049,0,0,1
8624,2932,0,0,1
8625,955,1,0,0
8626,1379,0,0,1
8627,1011,1,0,0
8628,699,0,1,0
8629,1579,0,1,0
8630,1005,1,0,0
8631,618,2,0,1
8632,2630,0,0,1
8633,1489,0,0,0
8634,2793,1,1,1
8635,2989,0,0,1
8636,2840,0,0,1
8637,1275,0,1,1
8638,532,1,0,1
8639,1891,0,0,1
8640,2133,0,1,0
8641,1163,1,0,1
8642,2737,0,0,1
8643,1684,0,0,1
8644,928,0,1,0
8645,1885,0,0,1
8646,2162,0,0,1
8647,1421,0,0,1
8648,471,0,1,0
8649,2002,0,0,1
8650,942,0,0,0
8651,2463,0,0,0
8652,2669,0,0,1
8653,863,0,0,0
8654,2712,0,0,1
8655,495,0,0,0
8656,2355,0,0,1
8657,2695,0,0,1
8658,578,1,0,1
8659,2006,0,0,0
8660,695,1,0,0
8661,1858,0,0,1
8662,2576,1,0,1
8663,912,0,0,0
8664,2055,0,0,0
8665,517,0,0,0
8666,467,1,1,0
8667,1229,0,0,0
8668,1489,0,0,1
8669,788,0,0,1
8670,2785,0,1,1
8671,2432,0,0,1
8672,2269,0,1,0
8673,2543,0,0,1
8674,1516,0,2,1
8675,552,0,0,0
8676,2963,1,0,1
8677,437,0,0,0
8678,1138,0,0,0
8679,2575,0,0,1
8680,1945,1,0,1
8681,1859,0,0,0
8682,2689,0,0,1
8683,1209,0,0,0
8684,1206,1,0,1
8685,2664,0,1,1
8686,2104,0,0,1
8687,1349,0,1,0
8688,2186,0,0,1
8689,2625,0,1,1
8690,1843,0,0,1
8691,1158,0,0,1
8692,1763,0,0,0
8693,1521,0,0,1
8694,434,0,0,0
8695,1138,0,1,1
8696,2727,0,0,1
8697,1469,2,0,1
8698,2387,0,0,0
8699,2565,0,0,1
8700,1965,0,0,1
8701,823,0,0,0
8702,1354,0,0,1
8703,1235,0,0,1
8704,788,0,0,0
8705,1714,0,0,1
8706,2994,2,0,1
8707,1214,0,1,0
8708,1048,0,0,0
8709,2020,0,1,1
8710,1905,0,0,0
8711,2244,0,0,1
8712,1670,0,0,1
8713,456,1,0,0
8714,2874,0,1,1
8715,1005,0,1,1
8716,1327,1,0,1
8717,1216,1,0,0
8718,1373,0,1,0
8719,2209,0,0,1
8720,1709,1,1,1
8721,2375,1,0,1
8722,829,0,0,1
8723,1055,2,0,0
8724,2371,0,0,1
8725,1372,1,0,1
8726,2688,0,0,1
8727,2364,0,0,1
8728,1908,1,0,1
8729,1705,0,2,1
8730,2933,0,0,1
8731,1208,0,0,1
8732,2572,0,0,1
8733,2854,0,0,1
8734,2170,0,0,1
8735,882,0,0,1
8736,1192,0,0,0
8737,1170,0,0,0
8738,2614,0,0,1
8739,1926,2,0,1
8740,2898,0,0,1
8741,1389,0,1,1
8742,2923,1,1,1
8743,2438,0,1,1
8744,684,0,0,0
8745,1408,0,1,0
8746,2532,0,0,1
8747,1538,0,1,1
8748,403,1,0,0
8749,2710,1,0,0
8750,1943,0,0,1
8751,2827,0,1,1
8752,522,0,1,0
8753,996,0,0,0
8754,1133,0,0,0
8755,2541,1,1,1
8756,534,0,0,0
8757,2706,0,1,1
8758,617,1,0,0
8759,1349,0,0,0
8760,1730,0,1,0
8761,2821,0,0,1
8762,1905,0,0,1
8763,656,0,1,0
8764,2177,1,0,1
8765,749,0,0,0
8766,2578,0,1,1
8767,1572,1,0,1
8768,2872,0,0,0
8769,449,0,0,0
8770,2218,1,0,1
8771,2716,0,1,1
8772,1772,0,0,1
8773,2619,0,0,0
8774,748,0,2,0
8775,2772,0,0,1
8776,1969,0,0,0
8777,1589,1,0,1
8778,1670,0,1,0
8779,2640,0,0,1
8780,1401,0,1,1
8781,1871,0,0,1
8782,1990,1,1,0
8783,1745,0,0,1
8784,2179,1,0,0
8785,2947,0,0,1
8786,2735,0,0,1
8787,2244,0,0,0
8788,1764,2,0,1
8789,600,1,0,0
8790,1581,0,0,1
8791,2852,1,0,1
8792,2737,0,0,1
8793,2799,1,0,1
8794,1682,1,1,1
8795,1014,0,0,0
8796,664,0,0,0
8797,551,1,0,0
8798,1303,0,0,1
8799,1836,0,0,0
8800,598,1,0,0
8801,1095,1,1,0
8802,1814,0,0,0
8803,2331,0,0,1
8804,2259,1,0,0
8805,1524,0,0,0
8806,1318,1,0,0
8807,861,0,1,0
8808,2468,0,1,1
8809,2736,0,0,1
8810,2679,1,0,1
8811,1910,0,0,0
8812,1779,1,0,1
8813,1801,0,0,0
8814,2842,0,0,1
8815,2042,0,1,1
8816,1406,0,2,1
8817,2549,0,0,1
8818,440,0,0,1
8819,884,0,0,0
8820,974,0,1,1
8821,1434,1,0,0
8822,2037,0,0,1
8823,1385,0,0,0
8824,1094,1,0,0
8825,1045,0,1,0
8826,834,0,0,0
